symbol,date,time,side,entry,stop_loss,tp1,tp2,tp3,tp4
AIXBTUSDT,2025-11-01,21:30,long,0.08162,,,,,
JELLYJELLYUSDT,2025-11-01,21:30,short,0.06044,,,,,
AIAUSDT,2025-11-01,21:30,long,1.4904,,,,,
DOLOUSDT,2025-11-01,17:30,long,0.08186,,,,,
PIPPINUSDT,2025-11-01,17:30,long,0.03121,,,,,
AIOTUSDT,2025-11-01,17:30,long,0.5851,,,,,
ZEREBROUSDT,2025-11-01,17:30,long,0.04397,,,,,
AVAAIUSDT,2025-11-01,13:30,long,0.0156,,,,,
GRIFFAINUSDT,2025-11-01,13:30,long,0.02086,,,,,
BONKUSDT,2025-11-01,13:30,long,0.014189,,,,,
AIXBTUSDT,2025-11-01,13:30,long,0.08192,,,,,
AVNTUSDT,2025-11-01,13:30,long,0.6813,,,,,
JELLYJELLYUSDT,2025-11-01,13:30,short,0.09008,,,,,
BIDUSDT,2025-11-01,13:30,long,0.06292,,,,,
ARCUSDT,2025-11-01,13:30,long,0.01705,,,,,
VFYUSDT,2025-11-01,13:30,long,0.08158,,,,,
ICNTUSDT,2025-11-01,13:30,long,0.2679,,,,,
BRUSDT,2025-11-01,09:30,long,0.07751,,,,,
AIOTUSDT,2025-11-01,09:30,long,0.5089,,,,,
DOLOUSDT,2025-11-01,09:30,long,0.08464,,,,,
ZEREBROUSDT,2025-11-01,09:30,long,0.04595,,,,,
PIPPINUSDT,2025-11-01,09:30,long,0.0399,,,,,
SOONUSDT,2025-11-01,05:30,short,0.7163,,,,,
RATSUSDT,2025-11-01,05:30,long,0.03396,,,,,
ARCUSDT,2025-11-01,05:30,long,0.01616,,,,,
TAGUSDT,2025-11-01,05:30,long,0.000519,,,,,
BONKUSDT,2025-11-01,05:30,long,0.013958,,,,,
VELVETUSDT,2025-11-01,05:30,long,0.24667,,,,,
AVAAIUSDT,2025-11-01,05:30,long,0.01479,,,,,
PENGUUSDT,2025-11-01,05:30,short,0.018108,,,,,
ICNTUSDT,2025-11-01,05:30,long,0.2873,,,,,
BRUSDT,2025-11-01,01:30,long,0.07707,,,,,
ZEREBROUSDT,2025-11-01,01:30,long,0.04686,,,,,
AIAUSDT,2025-11-01,01:30,long,1.2373,,,,,
USELESSUSDT,2025-11-01,01:30,short,0.2332,,,,,
PIPPINUSDT,2025-11-01,01:30,long,0.03923,,,,,
DOLOUSDT,2025-11-01,01:30,long,0.08355,,,,,
BIOUSDT,2025-11-01,01:30,long,0.08524,,,,,
FARTCOINUSDT,2025-11-01,01:30,short,0.3163,,,,,
POPCATUSDT,2025-11-01,01:30,short,0.1412,,,,,
RATSUSDT,2025-10-31,21:30,long,0.03277,,,,,
AVAAIUSDT,2025-10-31,21:30,long,0.01463,,,,,
ICNTUSDT,2025-10-31,21:30,long,0.3188,,,,,
ARCUSDT,2025-10-31,21:30,long,0.01581,,,,,
PENGUUSDT,2025-10-31,21:30,short,0.018611,,,,,
JELLYJELLYUSDT,2025-10-31,21:30,long,0.14096,,,,,
VELVETUSDT,2025-10-31,21:30,long,0.23554,,,,,
SOONUSDT,2025-10-31,21:30,short,0.7099,,,,,
BRUSDT,2025-10-31,17:30,long,0.07651,,,,,
CETUSUSDT,2025-10-31,17:30,short,0.0474,,,,,
DOLOUSDT,2025-10-31,17:30,short,0.0778,,,,,
POPCATUSDT,2025-10-31,17:30,short,0.143,,,,,
BTRUSDT,2025-10-31,17:30,short,0.06763,,,,,
VINEUSDT,2025-10-31,17:30,short,0.04357,,,,,
BONKUSDT,2025-10-31,17:30,short,0.01372,,,,,
GOATUSDT,2025-10-31,17:30,short,0.05078,,,,,
ZEREBROUSDT,2025-10-31,17:30,long,0.04758,,,,,
USELESSUSDT,2025-10-31,17:30,short,0.2451,,,,,
ARCUSDT,2025-10-31,13:30,long,0.01493,,,,,
ICNTUSDT,2025-10-31,13:30,long,0.2884,,,,,
TAGUSDT,2025-10-31,13:30,long,0.000512,,,,,
HEIUSDT,2025-10-31,13:30,long,0.2423,,,,,
VELVETUSDT,2025-10-31,13:30,long,0.23092,,,,,
PENGUUSDT,2025-10-31,13:30,short,0.018676,,,,,
PIPPINUSDT,2025-10-31,13:30,long,0.03672,,,,,
EVAAUSDT,2025-10-31,13:30,short,8.609,,,,,
PARTIUSDT,2025-10-30,21:30,short,0.0649,,,,,
AVAAIUSDT,2025-10-30,21:30,short,0.01274,,,,,
ICNTUSDT,2025-10-30,21:30,short,0.1791,,,,,
ARIAUSDT,2025-10-30,21:30,long,0.18081,,,,,
PENGUUSDT,2025-10-30,21:30,short,0.018716,,,,,
KERNELUSDT,2025-10-30,21:30,short,0.1301,,,,,
AGTUSDT,2025-10-30,21:30,short,0.00409,,,,,
VELVETUSDT,2025-10-30,21:30,short,0.19581,,,,,
GRIFFAINUSDT,2025-10-30,21:30,short,0.01795,,,,,
XPLUSDT,2025-10-30,21:30,short,0.2946,,,,,
BRUSDT,2025-10-30,21:30,long,0.07178,,,,,
HANAUSDT,2025-10-30,21:30,short,0.03325,,,,,
TAGUSDT,2025-10-30,21:30,long,0.000482,,,,,
SOMIUSDT,2025-10-30,21:30,short,0.3767,,,,,
BRETTUSDT,2025-10-30,17:30,short,0.02802,,,,,
GOATUSDT,2025-10-30,17:30,short,0.05106,,,,,
MOODENGUSDT,2025-10-30,17:30,short,0.10934,,,,,
CHILLGUYUSDT,2025-10-30,17:30,short,0.02627,,,,,
POPCATUSDT,2025-10-30,17:30,short,0.1485,,,,,
VINEUSDT,2025-10-30,17:30,short,0.04323,,,,,
STBLUSDT,2025-10-30,17:30,short,0.09199,,,,,
BIOUSDT,2025-10-30,17:30,short,0.08256,,,,,
JELLYJELLYUSDT,2025-10-30,17:30,long,0.13597,,,,,
FARTCOINUSDT,2025-10-30,17:30,short,0.3589,,,,,
SPXUSDT,2025-10-30,17:30,short,0.9544,,,,,
BONKUSDT,2025-10-30,17:30,short,0.013927,,,,,
PARTIUSDT,2025-10-30,13:30,short,0.0703,,,,,
ICNTUSDT,2025-10-30,13:30,short,0.1888,,,,,
AIOTUSDT,2025-10-30,13:30,short,0.43,,,,,
XPLUSDT,2025-10-30,13:30,short,0.3117,,,,,
VELVETUSDT,2025-10-30,13:30,short,0.20248,,,,,
MYXUSDT,2025-10-30,13:30,short,2.313,,,,,
PENGUUSDT,2025-10-30,13:30,short,0.02094,,,,,
KERNELUSDT,2025-10-30,13:30,short,0.1409,,,,,
VINEUSDT,2025-10-30,09:30,short,0.04542,,,,,
BRETTUSDT,2025-10-30,09:30,short,0.02951,,,,,
GOATUSDT,2025-10-30,09:30,short,0.05321,,,,,
TAGUSDT,2025-10-30,09:30,short,0.000456,,,,,
CETUSUSDT,2025-10-30,09:30,short,0.04882,,,,,
JELLYJELLYUSDT,2025-10-30,09:30,long,0.11833,,,,,
DOLOUSDT,2025-10-30,09:30,long,0.08408,,,,,
AGTUSDT,2025-10-30,09:30,short,0.004561,,,,,
MOODENGUSDT,2025-10-30,09:30,short,0.11374,,,,,
SPXUSDT,2025-10-30,09:30,short,1.0265,,,,,
BONKUSDT,2025-10-30,09:30,short,0.01442,,,,,
BIOUSDT,2025-10-30,09:30,short,0.08598,,,,,
DOLOUSDT,2025-10-29,17:30,short,0.08104,,,,,
VELVETUSDT,2025-10-29,17:30,short,0.20431,,,,,
ICNTUSDT,2025-10-29,17:30,short,0.198,,,,,
VINEUSDT,2025-10-29,17:30,short,0.04688,,,,,
POPCATUSDT,2025-10-29,17:30,short,0.1527,,,,,
CHILLGUYUSDT,2025-10-29,17:30,short,0.02749,,,,,
CETUSUSDT,2025-10-29,17:30,short,0.04972,,,,,
GOATUSDT,2025-10-29,17:30,short,0.05447,,,,,
EVAAUSDT,2025-10-29,17:30,short,11.378,,,,,
JELLYJELLYUSDT,2025-10-29,17:30,long,0.09091,,,,,
MAVIAUSDT,2025-10-29,17:30,short,0.12922,,,,,
STOUSDT,2025-10-29,17:30,short,0.15753,,,,,
HEIUSDT,2025-10-29,05:30,long,0.2421,,,,,
MOODENGUSDT,2025-10-29,05:30,short,0.11291,,,,,
KOMAUSDT,2025-10-29,05:30,short,0.01867,,,,,
BONKUSDT,2025-10-29,05:30,short,0.014339,,,,,
ALCHUSDT,2025-10-29,05:30,long,0.07864,,,,,
DOLOUSDT,2025-10-29,05:30,short,0.07936,,,,,
CETUSUSDT,2025-10-29,05:30,short,0.04907,,,,,
JELLYJELLYUSDT,2025-10-29,05:30,short,0.08032,,,,,
UBUSDT,2025-10-29,05:30,long,0.087128,,,,,
RECALLUSDT,2025-10-29,05:30,short,0.38965,,,,,
RATSUSDT,2025-10-29,05:30,long,0.0324,,,,,
FARTCOINUSDT,2025-10-29,05:30,short,0.3672,,,,,
AIOTUSDT,2025-10-29,05:30,long,0.4593,,,,,
AIXBTUSDT,2025-10-29,05:30,short,0.07957,,,,,
PENGUUSDT,2025-10-29,05:30,short,0.020537,,,,,
POPCATUSDT,2025-10-29,01:30,short,0.1521,,,,,
GRIFFAINUSDT,2025-10-29,01:30,short,0.02005,,,,,
FFUSDT,2025-10-29,01:30,short,0.14726,,,,,
VINEUSDT,2025-10-29,01:30,short,0.04528,,,,,
SPXUSDT,2025-10-29,01:30,short,1.0185,,,,,
AVAAIUSDT,2025-10-29,01:30,short,0.01419,,,,,
BIOUSDT,2025-10-29,01:30,short,0.08488,,,,,
EVAAUSDT,2025-10-29,01:30,short,11.044,,,,,
MAVIAUSDT,2025-10-29,01:30,short,0.13546,,,,,
POPCATUSDT,2025-10-28,17:30,short,0.1568,,,,,
MAVIAUSDT,2025-10-28,17:30,long,0.17723,,,,,
PARTIUSDT,2025-10-28,17:30,short,0.072,,,,,
MOODENGUSDT,2025-10-28,17:30,short,0.11763,,,,,
VINEUSDT,2025-10-28,17:30,short,0.04611,,,,,
AVAAIUSDT,2025-10-28,17:30,short,0.01507,,,,,
FFUSDT,2025-10-28,17:30,short,0.15196,,,,,
GRIFFAINUSDT,2025-10-28,17:30,short,0.02134,,,,,
HEIUSDT,2025-10-28,13:30,short,0.2365,,,,,
BIDUSDT,2025-10-28,13:30,short,0.0598,,,,,
ALCHUSDT,2025-10-28,13:30,long,0.07807,,,,,
STOUSDT,2025-10-28,13:30,short,0.15951,,,,,
SPXUSDT,2025-10-28,13:30,short,1.054,,,,,
PENGUUSDT,2025-10-28,13:30,short,0.021163,,,,,
RECALLUSDT,2025-10-28,13:30,long,0.50987,,,,,
SOMIUSDT,2025-10-28,13:30,short,0.4871,,,,,
GOATUSDT,2025-10-28,13:30,short,0.05444,,,,,
UBUSDT,2025-10-28,13:30,long,0.081194,,,,,
VFYUSDT,2025-10-28,09:30,short,0.0769,,,,,
GRIFFAINUSDT,2025-10-28,09:30,short,0.02035,,,,,
POPCATUSDT,2025-10-28,09:30,short,0.1543,,,,,
DOLOUSDT,2025-10-28,09:30,short,0.0835,,,,,
BIOUSDT,2025-10-28,09:30,long,0.08911,,,,,
FFUSDT,2025-10-28,09:30,short,0.15445,,,,,
PARTIUSDT,2025-10-28,09:30,short,0.0717,,,,,
EVAAUSDT,2025-10-28,09:30,long,12.145,,,,,
MAVIAUSDT,2025-10-28,09:30,long,0.24094,,,,,
JELLYJELLYUSDT,2025-10-28,05:30,long,0.08186,,,,,
IDOLUSDT,2025-10-28,05:30,long,0.03731,,,,,
CHILLGUYUSDT,2025-10-28,05:30,long,0.02891,,,,,
ALCHUSDT,2025-10-28,05:30,long,0.07774,,,,,
BANUSDT,2025-10-28,01:30,long,0.07624,,,,,
EVAAUSDT,2025-10-28,01:30,long,12.657,,,,,
STOUSDT,2025-10-28,01:30,short,0.16972,,,,,
AIOUSDT,2025-10-28,01:30,short,0.14971,,,,,
SOMIUSDT,2025-10-28,01:30,short,0.4878,,,,,
MAVIAUSDT,2025-10-28,01:30,long,0.23849,,,,,
PARTIUSDT,2025-10-28,01:30,short,0.0746,,,,,
IDOLUSDT,2025-10-27,21:30,long,0.03762,,,,,
JELLYJELLYUSDT,2025-10-27,21:30,long,0.08269,,,,,
CETUSUSDT,2025-10-27,21:30,long,0.05147,,,,,
BRETTUSDT,2025-10-27,21:30,long,0.03205,,,,,
UBUSDT,2025-10-27,21:30,long,0.079186,,,,,
BIDUSDT,2025-10-27,09:30,long,0.0693,,,,,
NAORISUSDT,2025-10-27,09:30,long,0.05403,,,,,
ALCHUSDT,2025-10-27,09:30,long,0.07422,,,,,
PIPPINUSDT,2025-10-27,09:30,short,0.01895,,,,,
EVAAUSDT,2025-10-27,09:30,long,11.8219,,,,,
FFUSDT,2025-10-27,09:30,long,0.19982,,,,,
CETUSUSDT,2025-10-27,05:30,long,0.05228,,,,,
TACUSDT,2025-10-27,05:30,long,0.00566,,,,,
AVAAIUSDT,2025-10-27,05:30,long,0.01537,,,,,
BRETTUSDT,2025-10-27,05:30,long,0.03054,,,,,
RATSUSDT,2025-10-27,05:30,long,0.0331,,,,,
XNYUSDT,2025-10-27,05:30,long,0.007218,,,,,
AIXBTUSDT,2025-10-27,05:30,long,0.0945,,,,,
BIDUSDT,2025-10-27,01:30,long,0.06537,,,,,
TAUSDT,2025-10-27,01:30,long,0.05504,,,,,
PIPPINUSDT,2025-10-27,01:30,short,0.01911,,,,,
ALCHUSDT,2025-10-27,01:30,long,0.07036,,,,,
FFUSDT,2025-10-27,01:30,long,0.18689,,,,,
RATSUSDT,2025-10-26,21:30,long,0.03302,,,,,
XNYUSDT,2025-10-26,21:30,long,0.007261,,,,,
AIOUSDT,2025-10-26,21:30,short,0.15569,,,,,
UBUSDT,2025-10-26,21:30,long,0.072257,,,,,
TACUSDT,2025-10-26,17:30,long,0.00554,,,,,
AVAAIUSDT,2025-10-26,17:30,long,0.01567,,,,,
PIPPINUSDT,2025-10-26,17:30,short,0.02003,,,,,
BIDUSDT,2025-10-26,17:30,long,0.06657,,,,,
AIXBTUSDT,2025-10-26,17:30,long,0.09373,,,,,
XNYUSDT,2025-10-26,13:30,long,0.007127,,,,,
NAORISUSDT,2025-10-26,13:30,long,0.05033,,,,,
NOMUSDT,2025-10-26,13:30,long,0.02392,,,,,
AIOUSDT,2025-10-26,13:30,short,0.1151,,,,,
BIDUSDT,2025-10-26,09:30,long,0.06053,,,,,
GRIFFAINUSDT,2025-10-26,09:30,long,0.0206,,,,,
ARCUSDT,2025-10-26,09:30,long,0.01401,,,,,
AVAAIUSDT,2025-10-26,09:30,long,0.01552,,,,,
UBUSDT,2025-10-26,09:30,long,0.064393,,,,,
AIXBTUSDT,2025-10-26,09:30,long,0.08564,,,,,
AGTUSDT,2025-10-26,05:30,long,0.004818,,,,,
XNYUSDT,2025-10-26,05:30,long,0.007052,,,,,
NAORISUSDT,2025-10-26,05:30,long,0.05549,,,,,
COAIUSDT,2025-10-26,05:30,short,7.028,,,,,
PIPPINUSDT,2025-10-26,05:30,long,0.03658,,,,,
IDOLUSDT,2025-10-26,01:30,short,0.03192,,,,,
AIOUSDT,2025-10-26,01:30,short,0.15535,,,,,
AVAAIUSDT,2025-10-26,01:30,long,0.01562,,,,,
BIDUSDT,2025-10-26,01:30,long,0.0622,,,,,
GRIFFAINUSDT,2025-10-26,01:30,long,0.02216,,,,,
UBUSDT,2025-10-26,01:30,long,0.065759,,,,,
AIXBTUSDT,2025-10-26,01:30,long,0.07896,,,,,
BIDUSDT,2025-10-25,09:30,long,0.05302,,,,,
TACUSDT,2025-10-25,09:30,long,0.0052,,,,,
FFUSDT,2025-10-25,09:30,long,0.1638,,,,,
PROVEUSDT,2025-10-25,09:30,long,0.9392,,,,,
RIVERUSDT,2025-10-25,09:30,short,7.662,,,,,
EVAAUSDT,2025-10-25,09:30,long,11.2234,,,,,
AIXBTUSDT,2025-10-25,05:30,long,0.06268,,,,,
AVNTUSDT,2025-10-25,05:30,long,0.7811,,,,,
PUMPBTCUSDT,2025-10-25,05:30,long,0.06537,,,,,
NAORISUSDT,2025-10-25,05:30,short,0.04465,,,,,
AIOUSDT,2025-10-25,01:30,long,0.19912,,,,,
PROVEUSDT,2025-10-25,01:30,long,0.993,,,,,
FFUSDT,2025-10-25,01:30,long,0.16657,,,,,
PIPPINUSDT,2025-10-25,01:30,long,0.02163,,,,,
RATSUSDT,2025-10-24,21:30,long,0.02947,,,,,
FARTCOINUSDT,2025-10-24,21:30,long,0.3653,,,,,
COAIUSDT,2025-10-24,21:30,long,16.179,,,,,
PUMPBTCUSDT,2025-10-24,21:30,long,0.05218,,,,,
TACUSDT,2025-10-24,21:30,long,0.00556,,,,,
NAORISUSDT,2025-10-24,21:30,short,0.04341,,,,,
AVNTUSDT,2025-10-24,21:30,long,0.809,,,,,
PROVEUSDT,2025-10-24,17:30,long,0.9904,,,,,
XPINUSDT,2025-10-24,17:30,long,0.008082,,,,,
PIPPINUSDT,2025-10-24,17:30,long,0.02532,,,,,
UBUSDT,2025-10-24,13:30,long,0.056835,,,,,
PUMPBTCUSDT,2025-10-24,13:30,long,0.0475,,,,,
LIGHTUSDT,2025-10-24,13:30,long,2.355,,,,,
AIAUSDT,2025-10-24,13:30,short,1.4042,,,,,
RIVERUSDT,2025-10-24,13:30,long,9.867,,,,,
COAIUSDT,2025-10-24,13:30,long,17.692,,,,,
AVNTUSDT,2025-10-24,13:30,long,0.7808,,,,,
FFUSDT,2025-10-24,13:30,long,0.1694,,,,,
TAGUSDT,2025-10-24,09:30,long,0.000433,,,,,
ARIAUSDT,2025-10-24,09:30,long,0.17999,,,,,
TRUTHUSDT,2025-10-24,09:30,long,0.016466,,,,,
PIPPINUSDT,2025-10-24,09:30,long,0.02124,,,,,
PROVEUSDT,2025-10-24,09:30,long,0.9338,,,,,
DOLOUSDT,2025-10-24,05:30,long,0.08593,,,,,
ARCUSDT,2025-10-24,05:30,long,0.01354,,,,,
IDOLUSDT,2025-10-24,05:30,long,0.03752,,,,,
LIGHTUSDT,2025-10-24,05:30,long,2.3002,,,,,
AIAUSDT,2025-10-24,05:30,short,1.307,,,,,
UBUSDT,2025-10-24,05:30,long,0.060344,,,,,
RIVERUSDT,2025-10-24,05:30,long,9.726,,,,,
XPINUSDT,2025-10-24,05:30,long,0.008596,,,,,
ARIAUSDT,2025-10-24,01:30,long,0.17937,,,,,
JELLYJELLYUSDT,2025-10-24,01:30,long,0.08166,,,,,
COAIUSDT,2025-10-24,01:30,long,16.357,,,,,
TAUSDT,2025-10-24,01:30,long,0.0516,,,,,
TAGUSDT,2025-10-24,01:30,long,0.000433,,,,,
PIPPINUSDT,2025-10-24,01:30,long,0.02128,,,,,
AVNTUSDT,2025-10-24,01:30,long,0.6447,,,,,
NAORISUSDT,2025-10-23,21:30,long,0.04855,,,,,
IDOLUSDT,2025-10-23,21:30,long,0.03848,,,,,
AIAUSDT,2025-10-23,21:30,short,1.317,,,,,
RIVERUSDT,2025-10-23,21:30,long,8.451,,,,,
UBUSDT,2025-10-23,21:30,long,0.047973,,,,,
AIOTUSDT,2025-10-23,21:30,long,0.4887,,,,,
XPINUSDT,2025-10-23,21:30,long,0.010118,,,,,
ARCUSDT,2025-10-23,17:30,short,0.01235,,,,,
TAGUSDT,2025-10-23,17:30,long,0.000402,,,,,
AVNTUSDT,2025-10-23,17:30,long,0.6591,,,,,
FFUSDT,2025-10-23,17:30,short,0.15107,,,,,
COAIUSDT,2025-10-23,17:30,long,16.805,,,,,
HANAUSDT,2025-10-23,17:30,short,0.05382,,,,,
TRUTHUSDT,2025-10-23,13:30,long,0.016718,,,,,
ARIAUSDT,2025-10-23,13:30,long,0.17329,,,,,
RIVERUSDT,2025-10-23,13:30,long,8.813,,,,,
PENGUUSDT,2025-10-23,13:30,short,0.020476,,,,,
XPINUSDT,2025-10-23,13:30,long,0.007865,,,,,
IDOLUSDT,2025-10-23,13:30,long,0.03889,,,,,
ARCUSDT,2025-10-23,09:30,short,0.01232,,,,,
BTRUSDT,2025-10-23,09:30,short,0.06919,,,,,
PROVEUSDT,2025-10-23,09:30,short,0.7988,,,,,
FFUSDT,2025-10-23,09:30,short,0.13538,,,,,
MOODENGUSDT,2025-10-23,09:30,short,0.10775,,,,,
COAIUSDT,2025-10-23,09:30,long,14.068,,,,,
EVAAUSDT,2025-10-23,09:30,long,7.9022,,,,,
HANAUSDT,2025-10-23,09:30,short,0.05024,,,,,
TRUTHUSDT,2025-10-23,05:30,long,0.016538,,,,,
FARTCOINUSDT,2025-10-23,05:30,short,0.3287,,,,,
DOLOUSDT,2025-10-23,05:30,short,0.07778,,,,,
XPINUSDT,2025-10-23,05:30,long,0.004993,,,,,
POPCATUSDT,2025-10-23,05:30,short,0.1425,,,,,
IDOLUSDT,2025-10-23,05:30,long,0.03841,,,,,
GOATUSDT,2025-10-23,05:30,short,0.05002,,,,,
ARIAUSDT,2025-10-23,05:30,long,0.17548,,,,,
SPXUSDT,2025-10-23,05:30,short,0.8936,,,,,
UBUSDT,2025-10-23,05:30,long,0.050165,,,,,
BONKUSDT,2025-10-23,05:30,short,0.013828,,,,,
XPLUSDT,2025-10-23,05:30,short,0.3429,,,,,
PENGUUSDT,2025-10-23,05:30,short,0.01993,,,,,
ARCUSDT,2025-10-23,01:30,short,0.0123,,,,,
MOODENGUSDT,2025-10-23,01:30,short,0.10787,,,,,
AVNTUSDT,2025-10-23,01:30,long,0.6309,,,,,
AIXBTUSDT,2025-10-23,01:30,short,0.05317,,,,,
HANAUSDT,2025-10-23,01:30,short,0.04664,,,,,
PROVEUSDT,2025-10-23,01:30,short,0.7705,,,,,
EVAAUSDT,2025-10-23,01:30,long,8.3899,,,,,
PARTIUSDT,2025-10-22,13:30,short,0.0822,,,,,
AIXBTUSDT,2025-10-22,13:30,short,0.05555,,,,,
NOMUSDT,2025-10-22,13:30,short,0.02061,,,,,
MOODENGUSDT,2025-10-22,13:30,short,0.10953,,,,,
PENGUUSDT,2025-10-22,13:30,short,0.021108,,,,,
XPINUSDT,2025-10-22,13:30,long,0.005397,,,,,
IDOLUSDT,2025-10-22,13:30,long,0.03251,,,,,
HANAUSDT,2025-10-22,13:30,long,0.06815,,,,,
XPINUSDT,2025-10-22,05:30,long,0.004454,,,,,
BTRUSDT,2025-10-22,05:30,long,0.07797,,,,,
SPXUSDT,2025-10-22,05:30,long,0.9888,,,,,
PROVEUSDT,2025-10-22,05:30,long,0.8143,,,,,
DOLOUSDT,2025-10-22,05:30,long,0.08019,,,,,
STBLUSDT,2025-10-22,05:30,long,0.11522,,,,,
MOODENGUSDT,2025-10-22,05:30,long,0.11052,,,,,
ZEREBROUSDT,2025-10-22,05:30,short,0.0306,,,,,
BONKUSDT,2025-10-22,05:30,long,0.014373,,,,,
UBUSDT,2025-10-22,05:30,long,0.047031,,,,,
MYXUSDT,2025-10-22,05:30,long,2.952,,,,,
NOMUSDT,2025-10-22,01:30,long,0.02291,,,,,
BANUSDT,2025-10-22,01:30,long,0.07155,,,,,
IDOLUSDT,2025-10-22,01:30,long,0.033,,,,,
PARTIUSDT,2025-10-22,01:30,long,0.0884,,,,,
FFUSDT,2025-10-22,01:30,long,0.16046,,,,,
TRUTHUSDT,2025-10-22,01:30,long,0.015656,,,,,
AIOTUSDT,2025-10-22,01:30,long,0.5358,,,,,
SOONUSDT,2025-10-22,01:30,short,0.6799,,,,,
USELESSUSDT,2025-10-22,01:30,long,0.3445,,,,,
EVAAUSDT,2025-10-22,01:30,long,4.745,,,,,
AIAUSDT,2025-10-22,01:30,long,3.1994,,,,,
LIGHTUSDT,2025-10-22,01:30,long,1.7298,,,,,
JELLYJELLYUSDT,2025-10-22,01:30,long,0.08158,,,,,
AVNTUSDT,2025-10-22,01:30,long,0.6642,,,,,
BTRUSDT,2025-10-21,21:30,long,0.08151,,,,,
UBUSDT,2025-10-21,21:30,long,0.041542,,,,,
ARCUSDT,2025-10-21,21:30,long,0.01413,,,,,
ZORAUSDT,2025-10-21,21:30,long,0.10983,,,,,
BANUSDT,2025-10-21,17:30,long,0.07043,,,,,
TRUUSDT,2025-10-21,17:30,short,0.01981,,,,,
IDOLUSDT,2025-10-21,17:30,long,0.03196,,,,,
NOMUSDT,2025-10-21,17:30,long,0.02188,,,,,
FFUSDT,2025-10-21,17:30,long,0.14708,,,,,
LIGHTUSDT,2025-10-21,17:30,long,2.1674,,,,,
AIAUSDT,2025-10-21,17:30,long,1.3858,,,,,
